Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Haven,18,FULL SENSE,17.5k,0.7k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,1,Vision Strikers,3.6k,0.5k,Eco: 0-5k,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,1,FULL SENSE,3.9k,0.1k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,2,Vision Strikers,14.0k,5.5k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,2,FULL SENSE,2.3k,8.0k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,3,Vision Strikers,19.5k,14.8k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,3,FULL SENSE,20.3k,0.2k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,4,Vision Strikers,23.5k,3.7k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,4,FULL SENSE,19.7k,5.0k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,5,Vision Strikers,24.3k,15.5k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,5,FULL SENSE,7.9k,10.3k,Semi-eco: 5-10k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,6,Vision Strikers,25.4k,18.4k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,6,FULL SENSE,21.8k,1.8k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,7,Vision Strikers,24.5k,29.7k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,7,FULL SENSE,13.3k,5.9k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,8,Vision Strikers,22.9k,18.1k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,8,FULL SENSE,24.9k,12.9k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,9,Vision Strikers,24.6k,27.6k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,9,FULL SENSE,24.6k,4.9k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,10,Vision Strikers,24.6k,27.6k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,10,FULL SENSE,10.7k,8.2k,Semi-buy: 10-20k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,11,Vision Strikers,26.1k,23.7k,Full buy: 20k+,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,11,FULL SENSE,21.4k,2.1k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,12,Vision Strikers,25.6k,22.3k,Full buy: 20k+,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,12,FULL SENSE,17.7k,0.5k,Semi-buy: 10-20k,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,13,Vision Strikers,3.6k,0.4k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,13,FULL SENSE,3.9k,0.2k,Eco: 0-5k,Win
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,14,Vision Strikers,1.6k,9.3k,Eco: 0-5k,Loss
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Breeze,14,FULL SENSE,14.0k,5.3k,Semi-buy: 10-20k,Win
